CustomerId,CustomerCompanyName,OrderId
11,Customer UBHAU,10538
11,Customer UBHAU,10539
63,Customer IRRVL,10540
34,Customer IBVRG,10541
39,Customer GLLAG,10542
46,Customer XPNIK,10543
48,Customer DVFMB,10544
43,Customer UISOJ,10545
84,Customer NRCSK,10546
72,Customer AHPOP,10547
79,Customer FAPSM,10548
63,Customer IRRVL,10549
30,Customer KSLQF,10550
28,Customer XYUFB,10551
35,Customer UMTLM,10552
87,Customer ZHYOS,10553
56,Customer QNIVZ,10554
71,Customer LCOUJ,10555
73,Customer JMIKW,10556
44,Customer OXFRU,10557
4,Customer HFBZG,10558
7,Customer QXVLA,10559
25,Customer AZJED,10560
24,Customer CYZTN,10561
66,Customer LHANT,10562
67,Customer QVEPD,10563
65,Customer NYUHS,10564
51,Customer PVDZC,10565
7,Customer QXVLA,10566
37,Customer FRXZL,10567
29,Customer MDLWA,10568
65,Customer NYUHS,10569
51,Customer PVDZC,10570
20,Customer THHDP,10571
5,Customer HGVLZ,10572
3,Customer KBUDE,10573
82,Customer EYHKM,10574
52,Customer PZNLA,10575
80,Customer VONTK,10576
82,Customer EYHKM,10577
11,Customer UBHAU,10578
45,Customer QXPPT,10579
56,Customer QNIVZ,10580
21,Customer KIDPX,10581
6,Customer XHXJV,10582
87,Customer ZHYOS,10583
7,Customer QXVLA,10584
88,Customer SRQVM,10585
66,Customer LHANT,10586
61,Customer WULWD,10587
63,Customer IRRVL,10588
32,Customer YSIQX,10589
51,Customer PVDZC,10590
83,Customer ZRNDE,10591
44,Customer OXFRU,10592
44,Customer OXFRU,10593
55,Customer KZQZT,10594
20,Customer THHDP,10595
89,Customer YBQTI,10596
59,Customer LOLJO,10597
65,Customer NYUHS,10598
11,Customer UBHAU,10599
36,Customer LVJSO,10600
35,Customer UMTLM,10601
83,Customer ZRNDE,10602
71,Customer LCOUJ,10603
28,Customer XYUFB,10604
51,Customer PVDZC,10605
81,Customer YQQWW,10606
71,Customer LCOUJ,10607
79,Customer FAPSM,10608
18,Customer BSVAR,10609
41,Customer XIIWM,10610
91,Customer CCFIZ,10611
71,Customer LCOUJ,10612
35,Customer UMTLM,10613
6,Customer XHXJV,10614
90,Customer XBBVR,10615
32,Customer YSIQX,10616
32,Customer YSIQX,10617
51,Customer PVDZC,10618
51,Customer PVDZC,10619
42,Customer IAIJK,10620
38,Customer LJUCA,10621
67,Customer QVEPD,10622
25,Customer AZJED,10623
78,Customer NLTYP,10624
2,Customer MLTDN,10625
5,Customer HGVLZ,10626
71,Customer LCOUJ,10627
7,Customer QXVLA,10628
30,Customer KSLQF,10629
39,Customer GLLAG,10630
41,Customer XIIWM,10631
86,Customer SNXOJ,10632
20,Customer THHDP,10633
23,Customer WVFAF,10634
49,Customer CQRAA,10635
87,Customer ZHYOS,10636
62,Customer WFIZJ,10637
47,Customer PSQUZ,10638
70,Customer TMXGN,10639
86,Customer SNXOJ,10640
35,Customer UMTLM,10641
73,Customer JMIKW,10642
1,Customer NRZBB,10643
88,Customer SRQVM,10644
34,Customer IBVRG,10645
37,Customer FRXZL,10646
61,Customer WULWD,10647
67,Customer QVEPD,10648
50,Customer JYPSC,10649
21,Customer KIDPX,10650
86,Customer SNXOJ,10651
31,Customer YJCBX,10652
25,Customer AZJED,10653
5,Customer HGVLZ,10654
66,Customer LHANT,10655
32,Customer YSIQX,10656
71,Customer LCOUJ,10657
63,Customer IRRVL,10658
62,Customer WFIZJ,10659
36,Customer LVJSO,10660
37,Customer FRXZL,10661
48,Customer DVFMB,10662
9,Customer RTXGC,10663
28,Customer XYUFB,10664
48,Customer DVFMB,10665
68,Customer CCKOT,10666
20,Customer THHDP,10667
86,Customer SNXOJ,10668
73,Customer JMIKW,10669
25,Customer AZJED,10670
26,Customer USDBG,10671
5,Customer HGVLZ,10672
90,Customer XBBVR,10673
38,Customer LJUCA,10674
25,Customer AZJED,10675
80,Customer VONTK,10676
3,Customer KBUDE,10677
71,Customer LCOUJ,10678
7,Customer QXVLA,10679
55,Customer KZQZT,10680
32,Customer YSIQX,10681
3,Customer KBUDE,10682
18,Customer BSVAR,10683
56,Customer QNIVZ,10684
31,Customer YJCBX,10685
59,Customer LOLJO,10686
37,Customer FRXZL,10687
83,Customer ZRNDE,10688
5,Customer HGVLZ,10689
34,Customer IBVRG,10690
63,Customer IRRVL,10691
1,Customer NRZBB,10692
89,Customer YBQTI,10693
63,Customer IRRVL,10694
90,Customer XBBVR,10695
89,Customer YBQTI,10696
47,Customer PSQUZ,10697
20,Customer THHDP,10698
52,Customer PZNLA,10699
71,Customer LCOUJ,10700
37,Customer FRXZL,10701
1,Customer NRZBB,10702
24,Customer CYZTN,10703
62,Customer WFIZJ,10704
35,Customer UMTLM,10705
55,Customer KZQZT,10706
4,Customer HFBZG,10707
77,Customer LCYBZ,10708
31,Customer YJCBX,10709
27,Customer WMFEA,10710
71,Customer LCOUJ,10711
37,Customer FRXZL,10712
71,Customer LCOUJ,10713
71,Customer LCOUJ,10714
9,Customer RTXGC,10715
64,Customer LWGMD,10716
25,Customer AZJED,10717
39,Customer GLLAG,10718
45,Customer QXPPT,10719
61,Customer WULWD,10720
63,Customer IRRVL,10721
71,Customer LCOUJ,10722
89,Customer YBQTI,10723
51,Customer PVDZC,10724
21,Customer KIDPX,10725
19,Customer RFNQC,10726
66,Customer LHANT,10727
62,Customer WFIZJ,10728
47,Customer PSQUZ,10729
9,Customer RTXGC,10730
14,Customer WNMAF,10731
9,Customer RTXGC,10732
5,Customer HGVLZ,10733
31,Customer YJCBX,10734
45,Customer QXPPT,10735
37,Customer FRXZL,10736
85,Customer ENQZT,10737
74,Customer YSHXL,10738
85,Customer ENQZT,10739
89,Customer YBQTI,10740
4,Customer HFBZG,10741
10,Customer EEALV,10742
4,Customer HFBZG,10743
83,Customer ZRNDE,10744
63,Customer IRRVL,10745
14,Customer WNMAF,10746
59,Customer LOLJO,10747
71,Customer LCOUJ,10748
38,Customer LJUCA,10749
87,Customer ZHYOS,10750
68,Customer CCKOT,10751
53,Customer GCJSG,10752
27,Customer WMFEA,10753
49,Customer CQRAA,10754
9,Customer RTXGC,10755
75,Customer XOJYP,10756
71,Customer LCOUJ,10757
68,Customer CCKOT,10758
2,Customer MLTDN,10759
50,Customer JYPSC,10760
65,Customer NYUHS,10761
24,Customer CYZTN,10762
23,Customer WVFAF,10763
20,Customer THHDP,10764
63,Customer IRRVL,10765
56,Customer QNIVZ,10766
76,Customer SFOGW,10767
4,Customer HFBZG,10768
83,Customer ZRNDE,10769
34,Customer IBVRG,10770
20,Customer THHDP,10771
44,Customer OXFRU,10772
20,Customer THHDP,10773
24,Customer CYZTN,10774
78,Customer NLTYP,10775
20,Customer THHDP,10776
31,Customer YJCBX,10777
5,Customer HGVLZ,10778
52,Customer PZNLA,10779
46,Customer XPNIK,10780
87,Customer ZHYOS,10781
12,Customer PSNMQ,10782
34,Customer IBVRG,10783
49,Customer CQRAA,10784
33,Customer FVXPQ,10785
62,Customer WFIZJ,10786
41,Customer XIIWM,10787
63,Customer IRRVL,10788
23,Customer WVFAF,10789
31,Customer YJCBX,10790
25,Customer AZJED,10791
91,Customer CCFIZ,10792
4,Customer HFBZG,10793
61,Customer WULWD,10794
20,Customer THHDP,10795
35,Customer UMTLM,10796
17,Customer FEVNN,10797
38,Customer LJUCA,10798
39,Customer GLLAG,10799
72,Customer AHPOP,10800
8,Customer QUHWH,10801
73,Customer JMIKW,10802
88,Customer SRQVM,10803
72,Customer AHPOP,10804
77,Customer LCYBZ,10805
84,Customer NRCSK,10806
27,Customer WMFEA,10807
55,Customer KZQZT,10808
88,Customer SRQVM,10809
42,Customer IAIJK,10810
47,Customer PSQUZ,10811
66,Customer LHANT,10812
67,Customer QVEPD,10813
84,Customer NRCSK,10814
71,Customer LCOUJ,10815
32,Customer YSIQX,10816
39,Customer GLLAG,10817
49,Customer CQRAA,10818
12,Customer PSNMQ,10819
65,Customer NYUHS,10820
75,Customer XOJYP,10821
82,Customer EYHKM,10822
46,Customer XPNIK,10823
24,Customer CYZTN,10824
17,Customer FEVNN,10825
7,Customer QXVLA,10826
9,Customer RTXGC,10827
64,Customer LWGMD,10828
38,Customer LJUCA,10829
81,Customer YQQWW,10830
70,Customer TMXGN,10831
41,Customer XIIWM,10832
56,Customer QNIVZ,10833
81,Customer YQQWW,10834
1,Customer NRZBB,10835
20,Customer THHDP,10836
5,Customer HGVLZ,10837
47,Customer PSQUZ,10838
81,Customer YQQWW,10839
47,Customer PSQUZ,10840
76,Customer SFOGW,10841
80,Customer VONTK,10842
84,Customer NRCSK,10843
59,Customer LOLJO,10844
63,Customer IRRVL,10845
76,Customer SFOGW,10846
71,Customer LCOUJ,10847
16,Customer GYBBY,10848
39,Customer GLLAG,10849
84,Customer NRCSK,10850
67,Customer QVEPD,10851
65,Customer NYUHS,10852
6,Customer XHXJV,10853
20,Customer THHDP,10854
55,Customer KZQZT,10855
3,Customer KBUDE,10856
5,Customer HGVLZ,10857
40,Customer EFFTC,10858
25,Customer AZJED,10859
26,Customer USDBG,10860
89,Customer YBQTI,10861
44,Customer OXFRU,10862
35,Customer UMTLM,10863
4,Customer HFBZG,10864
63,Customer IRRVL,10865
5,Customer HGVLZ,10866
48,Customer DVFMB,10867
62,Customer WFIZJ,10868
72,Customer AHPOP,10869
91,Customer CCFIZ,10870
9,Customer RTXGC,10871
30,Customer KSLQF,10872
90,Customer XBBVR,10873
30,Customer KSLQF,10874
5,Customer HGVLZ,10875
9,Customer RTXGC,10876
67,Customer QVEPD,10877
63,Customer IRRVL,10878
90,Customer XBBVR,10879
24,Customer CYZTN,10880
12,Customer PSNMQ,10881
71,Customer LCOUJ,10882
48,Customer DVFMB,10883
45,Customer QXPPT,10884
76,Customer SFOGW,10885
34,Customer IBVRG,10886
29,Customer MDLWA,10887
30,Customer KSLQF,10888
65,Customer NYUHS,10889
18,Customer BSVAR,10890
44,Customer OXFRU,10891
50,Customer JYPSC,10892
39,Customer GLLAG,10893
71,Customer LCOUJ,10894
20,Customer THHDP,10895
50,Customer JYPSC,10896
37,Customer FRXZL,10897
54,Customer TDKEG,10898
46,Customer XPNIK,10899
88,Customer SRQVM,10900
35,Customer UMTLM,10901
24,Customer CYZTN,10902
34,Customer IBVRG,10903
89,Customer YBQTI,10904
88,Customer SRQVM,10905
91,Customer CCFIZ,10906
74,Customer YSHXL,10907
66,Customer LHANT,10908
70,Customer TMXGN,10909
90,Customer XBBVR,10910
30,Customer KSLQF,10911
37,Customer FRXZL,10912
62,Customer WFIZJ,10913
62,Customer WFIZJ,10914
80,Customer VONTK,10915
64,Customer LWGMD,10916
69,Customer SIUIH,10917
10,Customer EEALV,10918
47,Customer PSQUZ,10919
4,Customer HFBZG,10920
83,Customer ZRNDE,10921
34,Customer IBVRG,10922
41,Customer XIIWM,10923
5,Customer HGVLZ,10924
34,Customer IBVRG,10925
2,Customer MLTDN,10926
40,Customer EFFTC,10927
29,Customer MDLWA,10928
25,Customer AZJED,10929
76,Customer SFOGW,10930
68,Customer CCKOT,10931
9,Customer RTXGC,10932
38,Customer LJUCA,10933
44,Customer OXFRU,10934
88,Customer SRQVM,10935
32,Customer YSIQX,10936
12,Customer PSNMQ,10937
63,Customer IRRVL,10938
49,Customer CQRAA,10939
9,Customer RTXGC,10940
71,Customer LCOUJ,10941
66,Customer LHANT,10942
11,Customer UBHAU,10943
10,Customer EEALV,10944
52,Customer PZNLA,10945
83,Customer ZRNDE,10946
11,Customer UBHAU,10947
30,Customer KSLQF,10948
10,Customer EEALV,10949
49,Customer CQRAA,10950
68,Customer CCKOT,10951
1,Customer NRZBB,10952
4,Customer HFBZG,10953
47,Customer PSQUZ,10954
24,Customer CYZTN,10955
6,Customer XHXJV,10956
35,Customer UMTLM,10957
54,Customer TDKEG,10958
31,Customer YJCBX,10959
35,Customer UMTLM,10960
62,Customer WFIZJ,10961
63,Customer IRRVL,10962
28,Customer XYUFB,10963
74,Customer YSHXL,10964
55,Customer KZQZT,10965
14,Customer WNMAF,10966
79,Customer FAPSM,10967
20,Customer THHDP,10968
15,Customer JUWXK,10969
8,Customer QUHWH,10970
26,Customer USDBG,10971
40,Customer EFFTC,10972
40,Customer EFFTC,10973
75,Customer XOJYP,10974
10,Customer EEALV,10975
35,Customer UMTLM,10976
24,Customer CYZTN,10977
50,Customer JYPSC,10978
20,Customer THHDP,10979
24,Customer CYZTN,10980
34,Customer IBVRG,10981
10,Customer EEALV,10982
71,Customer LCOUJ,10983
71,Customer LCOUJ,10984
37,Customer FRXZL,10985
54,Customer TDKEG,10986
19,Customer RFNQC,10987
65,Customer NYUHS,10988
61,Customer WULWD,10989
20,Customer THHDP,10990
63,Customer IRRVL,10991
77,Customer LCYBZ,10992
24,Customer CYZTN,10993
83,Customer ZRNDE,10994
58,Customer AHXHT,10995
63,Customer IRRVL,10996
46,Customer XPNIK,10997
91,Customer CCFIZ,10998
56,Customer QNIVZ,10999
65,Customer NYUHS,11000
24,Customer CYZTN,11001
71,Customer LCOUJ,11002
78,Customer NLTYP,11003
50,Customer JYPSC,11004
90,Customer XBBVR,11005
32,Customer YSIQX,11006
60,Customer QZURI,11007
20,Customer THHDP,11008
30,Customer KSLQF,11009
66,Customer LHANT,11010
1,Customer NRZBB,11011
25,Customer AZJED,11012
69,Customer SIUIH,11013
47,Customer PSQUZ,11014
70,Customer TMXGN,11015
4,Customer HFBZG,11016
20,Customer THHDP,11017
48,Customer DVFMB,11018
64,Customer LWGMD,11019
56,Customer QNIVZ,11020
63,Customer IRRVL,11021
34,Customer IBVRG,11022
11,Customer UBHAU,11023
19,Customer RFNQC,11024
87,Customer ZHYOS,11025
27,Customer WMFEA,11026
10,Customer EEALV,11027
39,Customer GLLAG,11028
14,Customer WNMAF,11029
71,Customer LCOUJ,11030
71,Customer LCOUJ,11031
89,Customer YBQTI,11032
68,Customer CCKOT,11033
55,Customer KZQZT,11034
76,Customer SFOGW,11035
17,Customer FEVNN,11036
30,Customer KSLQF,11037
76,Customer SFOGW,11038
47,Customer PSQUZ,11039
32,Customer YSIQX,11040
14,Customer WNMAF,11041
15,Customer JUWXK,11042
74,Customer YSHXL,11043
91,Customer CCFIZ,11044
10,Customer EEALV,11045
86,Customer SNXOJ,11046
19,Customer RFNQC,11047
10,Customer EEALV,11048
31,Customer YJCBX,11049
24,Customer CYZTN,11050
41,Customer XIIWM,11051
34,Customer IBVRG,11052
59,Customer LOLJO,11053
12,Customer PSNMQ,11054
35,Customer UMTLM,11055
19,Customer RFNQC,11056
53,Customer GCJSG,11057
6,Customer XHXJV,11058
67,Customer QVEPD,11059
27,Customer WMFEA,11060
32,Customer YSIQX,11061
66,Customer LHANT,11062
37,Customer FRXZL,11063
71,Customer LCOUJ,11064
46,Customer XPNIK,11065
89,Customer YBQTI,11066
17,Customer FEVNN,11067
62,Customer WFIZJ,11068
80,Customer VONTK,11069
44,Customer OXFRU,11070
46,Customer XPNIK,11071
20,Customer THHDP,11072
58,Customer AHXHT,11073
73,Customer JMIKW,11074
68,Customer CCKOT,11075
9,Customer RTXGC,11076
65,Customer NYUHS,11077
